      -28.000304       44.244921       44.244919       44.244919
      -28.000293       44.244921       44.244919       44.244919
      -28.000281       44.244920       44.244918       44.244918
      -28.000270       44.244920       44.244918       44.244918
      -28.000258       44.244919       44.244917       44.244917
      -28.000246       44.244919       44.244917       44.244917
      -28.000235       44.244918       44.244916       44.244916
      -28.000223       44.244917       44.244916       44.244916
      -28.000212       44.244917       44.244915       44.244915
      -28.000200       44.244916       44.244915       44.244915
      -16.290000       43.670969       43.823714       43.823714
      -15.180000       43.617046       43.791381       43.791382
      -11.629900       43.445523       43.697817       43.697850
      -9.6099900       43.348728       43.651079       43.651307
      -8.4399900       43.292990       43.625954       43.626494
      -7.6000000       43.253141       43.608699       43.609620
      -7.4100000       43.244149       43.604880       43.605910
      -4.6600000       43.114972       43.552500       43.556429
      -4.5700000       43.110779       43.550863       43.554938
      -3.6099900       43.066196       43.533643       43.539507
      -2.5300000       43.016392       43.514717       43.523153
     -0.60999000       42.928881       43.481929       43.496530
       2.4299990       42.793538       43.431346       43.460057
       2.4399990       42.793100       43.431181       43.459947
       2.5200000       42.789600       43.429863       43.459072
       3.5299990       42.745710       43.413261       43.448358
       4.4799990       42.704962       43.397699       43.438819
       6.5800000       42.616923       43.363429       43.419407
       7.3100000       42.587035       43.351553       43.413147
       7.3900000       42.583784       43.350252       43.412475
       8.3999990       42.543159       43.333853       43.404219
       9.3199990       42.506866       43.318948       43.397045
       9.3799990       42.504523       43.317977       43.396588
       11.529990       42.422687       43.283286       43.381011
       12.549990       42.385372       43.266908       43.374115
       12.589990       42.383929       43.266267       43.373850
       16.419990       42.253583       43.205364       43.350285
       17.310000       42.225613       43.191367       43.345240
       17.600000       42.216696       43.186820       43.343626
       19.330000       42.165555       43.159851       43.334274
       21.460000       42.107483       43.127026       43.323330
       22.609990       42.078387       43.109490       43.317642
       23.270000       42.062399       43.099486       43.314439
       23.270000       42.062399       43.099486       43.314439
       25.290000       42.016635       43.069152       43.304881
       26.370000       41.994080       43.053112       43.299905
       29.419990       41.937182       43.008501       43.286257
       30.279990       41.922845       42.996106       43.282501
       31.489990       41.903852       42.978805       43.277273
       34.339990       41.864116       42.938690       43.265184
       35.520000       41.849517       42.922341       43.260255
       36.310000       41.840291       42.911479       43.256976
       40.439990       41.798246       42.855776       43.240061
       41.429990       41.789497       42.842688       43.236053
       44.439990       41.765426       42.803507       43.223946
       48.330000       41.738820       42.754192       43.208439
       48.500000       41.737750       42.752070       43.207764
       59.359990       41.679745       42.621878       43.164946
       60.379990       41.675005       42.610166       43.160944
       62.460000       41.665565       42.586539       43.152789
       66.330000       41.648646       42.543472       43.137635
       69.429990       41.635538       42.509779       43.125507
       74.319990       41.615396       42.458011       43.106392
       75.330000       41.611296       42.447521       43.102445
       78.330000       41.599203       42.416757       43.090725
       81.469990       41.586656       42.385169       43.078460
       85.319990       41.571381       42.347258       43.063426
       86.319990       41.567428       42.337554       43.059521
       87.319990       41.563480       42.327907       43.055616
       90.310000       41.551701       42.299398       43.043942
       90.319990       41.551661       42.299304       43.043903
       96.359990       41.527947       42.243191       43.020323
       100.42000       41.512045       42.206524       43.004474
       105.36000       41.492721       42.162982       42.985190
       109.27000       41.477439       42.129311       42.969927
       109.30000       41.477321       42.129055       42.969810
       114.28000       41.457866       42.087139       42.950371
       116.24000       41.450211       42.070924       42.942720
       116.29000       41.450016       42.070513       42.942525
       119.30000       41.438261       42.045918       42.930775
       125.26000       41.414991       41.998246       42.907511
       126.28000       41.411008       41.990219       42.903529
       130.34000       41.395158       41.958635       42.887682
       132.29000       41.387546       41.943668       42.880070
       137.29000       41.368027       41.905868       42.860553
       145.29000       41.336799       41.847024       42.829326
       151.25000       41.313534       41.804408       42.806061
       166.25000       41.254983       41.701322       42.747510
       169.24000       41.243312       41.681430       42.735839
       262.65000       40.878695       41.137643       42.371223
       300.75000       40.729976       40.944602       42.222504
       313.73000       40.679310       40.881258       42.171837
       316.80000       40.667326       40.866430       42.159854
