SCH1p5 15.371
SCH2p0 15.935
SCH2p5 16.420
SCH3p0 16.500
SCH3p5 16.361
SCH4p0 16.515
SCH4p5 16.559
SCH5p0 16.376
SCH5p5 16.258
SCH6p0 16.046
SCH6p5 15.796
SCH7p0 15.554
