SN2005eq 0.497484026634 19.6632479528 1.26735312454
SN2005na 0.626061645417 14.3040430431 0.975152673799
SN2008hv 0.437348405582 16.9236679348 1.04574126135
SN2008ia 0.444272987846 12.154462576 0.76009611171
SN2005M 0.560821956506 18.1437570622 1.19574124305
SN2005am 0.497279142757 12.0953775249 0.780783382222
SN2005ke 0.170732698809 15.8631105344 0.846226007725
SN2005el 0.41902601216 13.1880236403 0.80709585649
SN2007on 0.22001152497 12.5579620524 0.683742361756
SN2005iq 0.412605384449 12.6984398112 0.776279030887
SN2005ki 0.416758473805 15.0122351375 0.914235261466
SN2006mr 0.032584937581 11.5734410801 0.558068052822
SN2007bd 0.508332627019 16.3903538945 1.04830358841
