# column 1: time
# column 2:  model magnitude
2014.7, 17.178
2015.7, 17.132
2016.7, 17.090
2017.7, 17.052
2018.7, 17.016
2019.7, 16.982
2020.7, 16.954
2021.7, 16.931
2022.7, 16.908
2023.7, 16.887
2024.7, 16.872
2025.7, 16.885
2026.7, 16.899
2027.7, 16.916
2028.7, 16.936
2029.7, 16.960
2030.7, 16.987
2031.7, 17.015
2032.7, 17.045
2033.7, 17.074
2034.7, 17.109
2035.7, 17.147
2036.7, 17.189
2037.7, 17.238
2038.7, 17.297
2039.7, 17.365
2040.7, 17.440
2041.7, 17.520
2042.7, 17.598
2043.7, 17.669
2044.7, 17.744
2045.7, 17.826
2046.7, 17.916
2047.7, 17.999
2048.7, 18.090
2049.7, 18.187
2050.7, 18.286
2051.7, 18.378
2052.7, 18.466
2053.7, 18.548
2054.7, 18.626
2055.7, 18.699
2056.7, 18.767
2057.7, 18.832
2058.7, 18.895
2059.7, 18.957
2060.7, 19.015
2061.7, 19.074
2062.7, 19.132
2063.7, 19.188
2064.7, 19.244
2065.7, 19.299
2066.7, 19.350
2067.7, 19.398
2068.7, 19.444
2069.7, 19.485
2070.7, 19.523
2071.7, 19.559
2072.7, 19.594
2073.7, 19.626
2074.7, 19.657
2075.7, 19.687
2076.7, 19.716
2077.7, 19.744
2078.7, 19.771
2079.7, 19.798
2080.7, 19.825
2081.7, 19.850
2082.7, 19.873
2083.7, 19.893
2084.7, 19.911
2085.7, 19.925
2086.7, 19.938
2087.7, 19.950
2088.7, 19.963
2089.7, 19.978
2090.7, 19.991
2091.7, 20.004
2092.7, 20.017
2093.7, 20.029
2094.7, 20.042
