# column 1: time
# column 2:  model magnitude
2014.7, 17.132
2015.7, 17.037
2016.7, 16.954
2017.7, 16.888
2018.7, 16.820
2019.7, 16.754
2020.7, 16.724
2021.7, 16.703
2022.7, 16.686
2023.7, 16.673
2024.7, 16.662
2025.7, 16.652
2026.7, 16.650
2027.7, 16.652
2028.7, 16.654
2029.7, 16.656
2030.7, 16.661
2031.7, 16.670
2032.7, 16.683
2033.7, 16.702
2034.7, 16.726
2035.7, 16.752
2036.7, 16.781
2037.7, 16.814
2038.7, 16.859
2039.7, 16.914
2040.7, 16.978
2041.7, 17.047
2042.7, 17.109
2043.7, 17.148
2044.7, 17.180
2045.7, 17.212
2046.7, 17.250
2047.7, 17.282
2048.7, 17.320
2049.7, 17.362
2050.7, 17.406
2051.7, 17.447
2052.7, 17.482
2053.7, 17.515
2054.7, 17.546
2055.7, 17.576
2056.7, 17.605
2057.7, 17.633
2058.7, 17.660
2059.7, 17.689
2060.7, 17.721
2061.7, 17.755
2062.7, 17.790
2063.7, 17.827
2064.7, 17.868
2065.7, 17.910
2066.7, 17.953
2067.7, 17.997
2068.7, 18.043
2069.7, 18.088
2070.7, 18.133
2071.7, 18.178
2072.7, 18.222
2073.7, 18.266
2074.7, 18.307
2075.7, 18.348
2076.7, 18.388
2077.7, 18.426
2078.7, 18.461
2079.7, 18.495
2080.7, 18.526
2081.7, 18.557
2082.7, 18.588
2083.7, 18.618
2084.7, 18.649
2085.7, 18.680
2086.7, 18.712
2087.7, 18.741
2088.7, 18.769
2089.7, 18.795
2090.7, 18.817
2091.7, 18.838
2092.7, 18.859
2093.7, 18.880
2094.7, 18.899
