      -24.000124       44.136048       44.136048       44.136048
      -24.000113       44.136048       44.136047       44.136047
      -24.000101       44.136047       44.136047       44.136047
      -24.000089       44.136047       44.136047       44.136047
      -24.000078       44.136046       44.136046       44.136046
      -24.000066       44.136046       44.136046       44.136046
      -24.000055       44.136045       44.136045       44.136045
      -24.000043       44.136045       44.136045       44.136045
      -24.000032       44.136044       44.136044       44.136044
      -24.000020       44.136044       44.136044       44.136044
     -0.72800000       43.009279       43.391610       43.448697
      0.38830000       42.957412       43.360713       43.430670
       1.3104000       42.914864       43.335245       43.416641
       2.2616000       42.871280       43.309059       43.402946
       3.2031000       42.828474       43.283259       43.390127
       4.1155000       42.787333       43.258401       43.378365
       6.0277000       42.702328       43.206881       43.355659
       7.9011000       42.620864       43.157335       43.335708
       9.7938000       42.540673       43.108382       43.317557
       14.501500       42.352451       42.992166       43.279412
       16.365100       42.283196       42.948513       43.266480
       18.189900       42.218707       42.907100       43.254739
       20.121500       42.154302       42.864695       43.243145
       22.014300       42.095264       42.824550       43.232480
       23.887600       42.040964       42.786158       43.222489
       27.624600       41.945157       42.713386       43.203872
       35.156900       41.800083       42.580673       43.169842
       39.893600       41.736237       42.505481       43.149838
       44.562400       41.688276       42.436627       43.130701
       49.231200       41.650785       42.372289       43.111917
       50.231000       41.643769       42.359039       43.107926
       53.948600       41.620038       42.311260       43.093157
       111.37210       41.375992       41.760714       42.868472
