SCH1p5	1.18547257546
SCH2p0	1.32797415203
SCH2p5	1.39024303643
SCH3p0	1.39767743867
SCH3p5	1.42228112534
SCH4p0	1.45499482225
SCH1p5	1.0157766202
SCH1p5	1.0157766202
SCH1p5	1.0157766202
SCH2p0	1.233327245
SCH1p5	0.225041443929
SCH1p5	1.24021964613
SCH2p0	1.34504875884
SCH2p5	1.40907656121
SCH3p0	1.54461180024
SCH3p5	1.51536411941
SCH4p0	1.62529795307
DDC0_0p5d	1.70269946818
DDC15_0p5d	1.77486656812
DDC15_0p5d	1.67931399336
DDC15_0p5d	1.67931399336
DDC15_0p5d	1.67931399336
DDC20_0p5d	1.96109789006
DDC22_0p5d	2.44746839186
